hs4,hs4_name
6903,Other_refractory_ceramic_goods_(for_example__retorts__crucibles__muffles__nozzles__plugs__supports__cupels__tubes__pipes__sheaths_and_rods)__other_than_those_of_siliceous_fossil_meals_or_of_similar_siliceous_earths.
6904,Ceramic_building_bricks__flooring_blocks__support_or_filler_tiles_and_the_like.
6905,Roofing_tiles__chimney-pots__cowls__chimney_liners__architectural_ornaments_and_other_ceramic_constructional_goods.
6906,Ceramic_pipes__conduits__guttering_and_pipe_fittings.
6907,Unglazed_ceramic_flags_and_paving__hearth_or_wall_tiles;_unglazed_ceramic_mosaic_cubes_and_the_like__whether_or_not_on_a_backing.
6908,Glazed_ceramic_flags_and_paving__hearth_or_wall_tiles;_glazed_ceramic_mosaic_cubes_and_the_like__whether_or_not_on_a_backing.
6909,Ceramic_wares_for_laboratory__chemical_or_other_technical_uses;_ceramic_troughs__tubs_and_similar_receptacles_of_a_kind_used_in_agriculture;_ceramic_pots__jars_and_similar_articles_of_a_kind_used_for_the_conveyance_or_packing_of_goods.
6910,Ceramic_sinks__wash_basins__wash_basin_pedestals__baths__bidets__water_closet_pans__flushing_cisterns__urinals_and_similar_sanitary_fixtures.
6911,Tableware__kitchenware__other_household_articles_and_toilet_articles__of_porcelain_or_china.
6912,Ceramic_tableware__kitchenware__other_household_articles_and_toilet_articles__other_than_of_porcelain_or_china.
6913,Statuettes_and_other_ornamental_ceramic_articles.
6914,Other_ceramic_articles.
7001,Cullet_and_other_waste_and_scrap_of_glass;_glass_in_the_mass.
7002,Glass_in_balls_(other_than_microspheres_of_heading_70.18)__rods_or_tubes__unworked.
7003,Cast_glass_and_rolled_glass__in_sheets_or_profiles__whether_or_not_having_an_absorbent__reflecting_or_non-reflecting_layer__but_not_otherwise_worked.
7004,Drawn_glass_and_blown_glass__in_sheets__whether_or_not_having_an_absorbent__reflecting_or_non-reflecting_layer__but_not_otherwise_worked.
7005,Float_glass_and_surface_ground_or_polished_glass__in_sheets__whether_or_not_having_an_absorbent__reflecting_or_non-reflecting_layer__but_not_otherwise_worked.
7006,Glass_of_heading_70.03__70.04_or_70.05__bent__edge-worked__engraved__drilled__enamelled_or_otherwise_worked__but_not_framed_or_fitted_with_other_materials.
7007,Safety_glass__consisting_of_toughened_(tempered)_or_laminated_glass.
7008,Multiple-walled_insulating_units_of_glass.
7009,Glass_mirrors__whether_or_not_framed__including_rear-view_mirrors.
7010,Carboys__bottles__flasks__jars__pots__phials__ampoules_and_other_containers__of_glass__of_a_kind_used_for_the_conveyance_or_packing_of_goods;_preserving_jars_of_glass;_stoppers__lids_and_other_closures__of_glass.
7011,Glass_envelopes_(including_bulbs_and_tubes)__open__and_glass_parts_thereof__without_fittings__for_electric_lamps__cathode_-ray_tubes_or_the_like.
7013,Glassware_of_a_kind_used_for_table__kitchen__toilet__office__indoor_decoration_or_similar_purposes_(other_than_that_of_heading_70.10_or_70.18).
7014,Signalling_glassware_and_optical_elements_of_glass_(other_than_those_of_heading_70.15)__not_optically_worked.
7015,Clock_or_watch_glasses_and_similar_glasses__glasses_for_non-corrective_or_corrective_spectacles__curved__bent__hollowed_or_the_like__not_optically_worked;_hollow_glass_spheres_and_their_segments__for_the_manufacture_of_such_glasses.
7016,Paving_blocks__slabs__bricks__squares__tiles_and_other_articles_of_pressed_or_moulded_glass__whether_or_not_wired__of_a_kind_used_for_building_or_construction_purposes;_glass_cubes_and_other_glass_smallwares__whether_or_not_on_a_backing__for_mosaics_or_similar_decorative_purposes;_leaded_lights_and_the_like;_multicellular_or_foam_glass_in_blocks__panels__plates__shells_or_similar_forms.
7017,Laboratory__hygienic_or_pharmaceutical_glassware__whether_or_not_graduated_or_calibrated.
7018,Glass_beads__imitation_pearls__imitation_precious_or_semi-precious_stones_and_similar_glass_smallwares__and_articles_thereof_other_than_imitation_jewellery;_glass_eyes_other_than_prosthetic_articles;_statuettes_and_other_ornaments_of_lamp-worked_glass__other_than_imitation_jewellery;_glass_microspheres_not_exceeding_1_mm_in_diameter.
7019,Glass_fibres_(including_glass_wool)_and_articles_thereof_(for_example__yarn__woven_fabrics).
7020,Other_articles_of_glass.
7101,Pearls__natural_or_cultured__whether_or_not_worked_or_graded_but_not_strung__mounted_or_set;_pearls__natural_or_cultured__temporarily_strung_for_convenience_of_transport
7102,Diamonds__whether_or_not_worked__but_not_mounted_or_set
7103,Precious_stones_(other_than_diamonds)_and_semi-precious_stones__whether_or_not_worked_or_graded_but_not_strung__mounted_or_set;_ungraded_precious_stones_(other_than_diamonds)_and_semi-precious_stones__temporarily_strung_for_convenience_of_transport
7104,Synthetic_or_reconstructed_precious_or_semi-precious_stones__whether_or_not_worked_or_graded_but_not_strung__mounted_or_set;_ungraded_synthetic_or_reconstructed_precious_or_semi-precious_stones__temporarily_strung_for_convenience_of_transport
7105,Dust_and_powder_of_natural_or_synthetic_precious_or_semi-precious_stones
7106,Silver_(including_silver_plated_with_gold_or_platinum)__unwrought_or_in_semi-manufactured_forms__or_in_powder_form
7107,Base_metals_clad_with_silver__not_further_worked_than_semi-manufactured
7108,Gold_(including_gold_plated_with_platinum)_unwrought_or_in_semi-manufactured_forms__or_in_powder_form
7109,Base_metals_or_silver__clad_with_gold__not_further_worked_than_semi-manufactured
7110,Platinum__unwrought_or_in_semi-manufactured_forms__or_in_powder_form
7111,Base_metals__silver_or_gold__clad_with_platinum__not_further_worked_than_semi-manufactured
7112,Waste_and_scrap_of_precious_metal_or_of_metal_clad_with_precious_metal;_other_waste_and_scrap_containing_precious_metal_or_precious_metal_compounds__of_a_kind_used_principally_for_the_recovery_of_precious_metal
7113,Articles_of_jewellery_and_parts_thereof__of_precious_metal_or_of_metal_clad_with_precious_metal
7114,Articles_of_goldsmiths'_or_silversmiths'_wares_and_parts_thereof__of_precious_metal_or_of_metal_clad_with_precious_metal
7115,Other_articles_of_precious_metal_or_of_metal_clad_with_precious_metal
7116,Articles_of_natural_or_cultured_pearls__precious_or_semi-precious_stones_(natural__synthetic_or_reconstructed)
7117,Imitation_jewellery
7118,Coin
7201,Pig_iron_and_spiegeleisen_in_pigs__blocks_or_other_primary_forms
7202,Ferro-alloys
7203,Ferrous_products_obtained_by_direct_reduction_of_iron_ore_and_other_spongy_ferrous_products__in_lumps__pellets_or_similar_forms;_iron_having_a_minimum_purity_by_weight_of_99.94_%__in_lumps__pellets_or_similar_forms
7204,Ferrous_waste_and_scrap;_remelting_scrap_ingots_of_iron_or_steel
7205,Granules_and_powders__of_pig_iron__spiegeleisen__iron_or_steel
7206,Iron_and_non-alloy_steel_in_ingots_or_other_primary_forms_(excluding_iron_of_heading_72.03)
7207,Semi-finished_products_of_iron_or_non-alloy_steel
7208,Flat-rolled_products_of_iron_or_non-alloy_steel__of_a_width_of_600_mm_or_more__hot-rolled__not_clad__plated_or_coated
7209,Flat-rolled_products_of_iron_or_non-alloy_steel__of_a_width_of_600_mm_or_more__cold-rolled_(cold-reduced)__not_clad__plated_or_coated
7210,Flat-rolled_products_of_iron_or_non-alloy_steel__of_a_width_of_600_mm_or_more__clad__plated_or_coated
7211,Flat-rolled_products_of_iron_or_non-alloy_steel__of_a_width_of_less_than_600_mm__not_clad__plated_or_coated
7212,Flat-rolled_products_of_iron_or_non-alloy_steel__of_a_width_of_less_than_600mm__clad__plated_or_coated
7213,Bars_and_rods__hot-rolled__in_irregularly_wound_coils__of_iron_or_non-alloy_steel
7214,Other_bars_and_rods_of_iron_or_non-alloy_steel__not_further_worked_than_forged__hot-rolled__hot-drawn_or_hot-extruded__but_including_those_twisted_after_rolling
7215,Other_bars_and_rods_of_iron_or_non-alloy_steel
7216,Angles__shapes_and_sections_of_iron_or_non-alloy_steel
7217,Wire_of_iron_or_non-alloy_steel
7218,Stainless_steel_in_ingots_or_other_primary_forms;_semi-finished_products_of_stainless_steel
7219,Flat-rolled_products_of_stainless_steel__of_a_width_of_600_mm_or_more
7220,Flat-rolled_products_of_stainless_steel__of_a_width_of_less_than_600_mm
7221,Bars_and_rods__hot-rolled__in_irregularly_wound_coils__of_stainless_steel
7222,Other_bars_and_rods_of_stainless_steel;_angles__shapes_and_sections_of_stainless_steel
7223,Wire_of_stainless_steel
7224,Other_alloy_steel_in_ingots_or_other_primary_forms;_semi-finished_products_of_other_alloy_steel
7225,Flat-rolled_products_of_other_alloy_steel__of_a_width_of_600_mm_or_more
7226,Flat-rolled_products_of_other_alloy_steel__of_a_width_of_less_than_600_mm
7227,Bars_and_rods__hot-rolled__in_irregularly_wound_coils__of_other_alloy_steel
7228,Other_bars_and_rods_of_other_alloy_steel;_angles__shapes_and_sections__of_other_alloy_steel;_hollow_drill_bars_and_rods__of_alloy_or_non-alloy_steel
7229,Wire_of_other_alloy_steel
7301,Sheet_piling_of_iron_or_steel__whether_or_not_drilled__punched_or_made_from_assembled_elements;_welded_angles__shapes_and_sections__of_iron_or_steel
7302,Railway_or_tramway_track_construction_material_of_iron_or_steel__the_following_:_rails__check-rails_and_rack_rails__switch_blades__crossing_frogs__point_rods_and_other_crossing_pieces__sleepers_(cross-ties)__fish-plates__chairs__chair_wedges__sole_plates_(base_plates)__rail_clips__bedplates__ties_and_other_material_specialized_for_jointing_or_fixing_rails
7303,Tubes__pipes_and_hollow_profiles__of_cast_iron
7304,Tubes__pipes_and_hollow_profiles__seamless__of_iron_(other_than_cast_iron)_or_steel
7305,Other_tubes_and_pipes_(for_example__welded__riveted_or_similarly_closed)__having_circular_cross-sections__the_external_diameter_of_which_exceeds_406.4mm__of_iron_or_steel
7306,Other_tubes__pipes_and_hollow_profiles_(for_example__open_seam_or_welded__riveted_or_similarly_closed)__of_iron_or_steel
7307,Tube_or_pipe_fittings_(for_example__couplings__elbows__sleeves)__of_iron_or_steel
7308,Structures_(excluding_prefabricated_buildings_of_heading_94.06)_and_parts_of_structures_(for_example__bridges_and_bridge-sections__lock-gates__towers__lattice_masts__roofs__roofing_frame-works__doors_and_windows_and_their_frames_and_thresholds_for_doors__shutters__balustrades__pillars_and_columns)__of_iron_or_steel;_plates__rods__angles__shapes__sections__tubes_and_the_like__prepared_for_use_in_structures__of_iron_or_steel
7309,Reservoirs__tanks__vats_and_similar_containers_for_any_material_(other_than_compressed_or_liquefied_gas)__of_iron_or_steel__of_a_capacity_exceeding_300l__whether_or_not_lined_or_heat-insulated__but_not_fitted_with_mechanical_or_thermal_equipment
7310,Tanks__casks__drums__cans__boxes_and_similar_containers__for_any_material_(other_than_compressed_or_liquefied_gas)__of_iron_or_steel__of_a_capacity_not_exceeding_300l__whether_or_not_lined_or_heat-insulated__but_not_fitted_with_mechanical_or_thermal_equipment
7311,Containers_for_compressed_or_liquefied_gas__of_iron_or_steel
7312,Stranded_wire__ropes__cables__plaited_bands__slings_and_the_like__of_iron_or_steel__not_electrically_insulated
7313,Barbed_wire_of_iron_or_steel;_twisted_hoop_or_single_flat_wire__barbed_or_not__and_loosely_twisted_double_wire__of_a_kind_used_for_fencing__of_iron_or_steel
7314,Cloth_(including_endless_bands)__grill__netting_and_fencing__of_iron_or_steel_wire;_expanded_metal_of_iron_or_steel
7315,Chain_and_parts_thereof__of_iron_or_steel
7316,Anchors__grapnels_and_parts_thereof__of_iron_or_steel
7317,Nails__tacks__drawing_pins__corrugated_nails__staples_(other_than_those_of_heading_83.05)_and_similar_articles__of_iron_or_steel__whether_or_not_with_heads_of_other_material__but_excluding_such_articles_with_heads_of_copper
7318,Screws__bolts__nuts__coach_screws__screw_hooks__rivets__cotters__cotter-pins__washers_(including_spring_washers)_and_similar_articles__of_iron_or_steel
7319,Sewing_needles__knitting_needles__bodkins__crochet_hooks__embroidery_stilettos_and_similar_articles__for_use_in_the_hand__of_iron_or_steel;_safety_pins_and_other_pins_of_iron_or_steel__not_elsewhere_specified_or_included
7320,Springs_and_leaves_for_springs__of_iron_or_steel
7321,Stoves__ranges__grates__cookers_(including_those_with_subsidiary_boilers_for_central_heating)__barbecues__braziers__gas-rings__plate_warmers_and_similar_non-electric_domestic_appliances__and_parts_thereof__of_iron_or_steel
7322,Radiators_for_central_heating__not_electrically_heated__and_parts_thereof__of_iron_or_steel;_air_heaters_and_hot_air_distributors_(including_distributors_which_can_also_distribute_fresh_or_conditioned_air)__not_electrically_heated__incorporating_a_motor-driven_fan_or_blower__and_parts_thereof___of_iron_or_steel
7323,Table__kitchen_or_other_household_articles_and_parts_thereof__of_iron_or_steel;_iron_or_steel_wool;_pot_scourers_and_scouring_or_polishing_pads__gloves_and_the_like__of_iron_or_steel
7324,Sanitary_ware_and_parts_thereof__of_iron_or_steel
7325,Other_cast_articles_of_iron_or_steel
7326,Other_articles_of_iron_or_steel
7401,Copper_mattes;_cement_copper_(precipitated_copper)
7402,Unrefined_copper;_copper_anodes_for_electrolytic_refining
7403,Refined_copper_and_copper_alloys__unwrought
7404,Copper_waste_and_scrap
7405,Master_alloys_of_copper
7406,Copper_powders_and_flakes
7407,Copper_bars__rods_and_profiles
7408,Copper_wire
7409,Copper_plates__sheets_and_strip__of_a_thickness_exceeding_0.15mm
7410,Copper_foil_(whether_or_not_printed_or_backed_with_paper__paperboard__plastics_or_similar_backing_materials)_of_a_thickness_(excluding_any_backing)_not_exceeding_0.15mm
7411,Copper_tubes_and_pipes
7412,Copper_tube_or_pipe_fittings_(for_example__couplings__elbows__sleeves)
7413,Stranded_wire__cables__plaited_bands_and_the_like__of_copper__not_electrically_insulated
7415,Nails__tacks__drawing_pins__staples_(other_than_those_of_heading_83.05)_and_similar_articles__of_copper_or_of_iron_or_steel_with_heads_of_copper;_screws__bolts__nuts__screw_hooks__rivets__cotters__cotter-pins__washers_(including_spring_washers)_and_similar_articles__of_copper
7418,Table__kitchen_or_other_household_articles_and_parts_thereof__of_copper;_pot_scourers_and_scouring_or_polishing_pads__gloves_and_the_like__of_copper;_sanitary_ware_and_parts_thereof__of_copper
7419,Other_articles_of_copper
7501,Nickel_mattes__nickel_oxide_sinters_and_other_intermediate_products_of_nickel_metallurgy
7502,Unwrought_nickel
7503,Nickel_waste_and_scrap
7504,Nickel_powders_and_flakes
7505,Nickel_bars__rods__profiles_and_wire
7506,Nickel_plates__sheets__strip_and_foil
7507,Nickel_tubes__pipes_and_tube_or_pipe_fittings_(for_example__couplings__elbows__sleeves)
7508,Other_articles_of_nickel
7601,Unwrought_aluminium
7602,Aluminium_waste_and_scrap
7603,Aluminium_powders_and_flakes
7604,Aluminium_bars__rods_and_profiles
7605,Aluminium_wire
7606,Aluminium_plates__sheets_and_strip__of_a_thickness_exceeding_0.2mm
7607,Aluminium_foil_(whether_or_not_printed_or_backed_with_paper__paperboard__plastics_or_similar_backing_materials)_of_a_thickness_(excluding_any_backing)_not_exceeding_0.2mm
7608,Aluminium_tubes_and_pipes
7609,Aluminium_tube_or_pipe_fittings_(for_example__couplings__elbows__sleeves)
7610,Aluminium_structures_(excluding_prefabricated_buildings_of_heading_94.06)_and_parts_of_structures_(for_example__bridges_and_bridge-sections__towers__lattice_masts__roofs__roofing_frameworks__doors_and_windows_and_their_frames_and_thresholds_for_doors__balustrades__pillars_and_columns);_aluminium_plates__rods__profiles__tubes_and_the_like__prepared_for_use_in_structures
7611,Aluminium_reservoirs__tanks__vats_and_similar_containers__for_any_material_(other_than_compressed_or_liquefied_gas)__of_a_capacity_exceeding_300l__whether_or_not_lined_or_heat-insulated__but_not_fitted_with_mechanical_or_thermal_equipment
7612,Aluminium_casks__drums__cans__boxes_and_similar_containers_(including_rigid_or_collapsible_tubular_containers)__for_any_material_(other_than_compressed_or_liquefied_gas)__of_a_capacity_not_exceeding_300l__whether_or_not_lined_or_heat-insulated__but_not_fitted_with_mechanical_or_thermal_equipment
7613,Aluminium_containers_for_compressed_or_liquefied_gas
7614,Stranded_wire__cables__plaited_bands_and_the_like__of_aluminium__not_electrically_insulated
7615,Table__kitchen_or_other_household_articles_and_parts_thereof__of_aluminium;_pot_scourers_and_scouring_or_polishing_pads__gloves_and_the_like__of_aluminium;_sanitary_ware_and_parts_thereof__of_aluminium
7616,Other_articles_of_aluminium
7801,Unwrought_lead
7802,Lead_waste_and_scrap
7804,Lead_plates__sheets__strip_and_foil;_lead_powders_and_flakes
7806,Other_articles_of_lead
7901,Unwrought_zinc
7902,Zinc_waste_and_scrap
7903,Zinc_dust__powders_and_flakes
7904,Zinc_bars__rods__profiles_and_wire
7905,Zinc_plates__sheets__strip_and_foil
7907,Other_articles_of_zinc
8001,Unwrought_tin
8002,Tin_waste_and_scrap
8003,Tin_bars__rods__profiles_and_wire
8007,Other_articles_of_tin
8101,Tungsten_(wolfram)_and_articles_thereof__including_waste_and_scrap
8102,Molybdenum_and_articles_thereof__including_waste_and_scrap
8103,Tantalum_and_articles_thereof__including_waste_and_scrap
8104,Magnesium_and_articles_thereof__including_waste_and_scrap
8105,Cobalt_mattes_and_other_intermediate_products_of_cobalt_metallurgy;_cobalt_and_articles_thereof__including_waste_and_scrap
8106,Bismuth_and_articles_thereof__including_waste_and_scrap
8107,Cadmium_and_articles_thereof__including_waste_and_scrap
8108,Titanium_and_articles_thereof__including_waste_and_scrap
8109,Zirconium_and_articles_thereof__including_waste_and_scrap
8110,Antimony_and_articles_thereof__including_waste_and_scrap
8111,Manganese_and_articles_thereof__including_waste_and_scrap
8112,Beryllium__chromium__germanium__vanadium__gallium__hafnium__indium__niobium_(columbium)__rhenium_and_thallium__and_articles_of_these_metals__including_waste_and_scrap
8113,Cermets_and_articles_thereof___including_waste_and_scrap
8201,Hand_tools__the_following_:_spades__shovels__mattocks__picks__hoes__forks_and_rakes;_axes__bill_hooks_and_similar_hewing_tools;_secateurs_and_pruners_of_any_kind;_scythes__sickles__hay_knives__hedge_shears__timber_wedges_and_other_tools_of_a_kind_used_in_agriculture__horticulture_or_forestry.
8202,Hand_saws;_blades_for_saws_of_all_kinds_(including_slitting__slotting_or_toothless_saw_blades).
8203,Files__rasps__pliers_(including_cutting_pliers)__pincers__tweezers__metal_cutting_shears__pipe_-cutters__bolt_croppers__perforating_punches_and_similar_hand_tools.
8204,Hand-operated_spanners_and_wrenches_(including_torque_meter_wrenches_but_not_including_tap_wrenches);_interchangeable_spanner_sockets__with_or_without_handles.
8205,Hand_tools_(including_glaziers'_diamonds)__not_elsewhere_specified_or_included;_blow_lamps;_vices__clamps_and_the_like__other_than_accessories_for_and_parts_of__machine_tools;_anvils;_portable_forges;_hand_or_pedal-operated_grinding_wheels_with_frameworks.
8206,Tools_of_two_or_more_of_the_headings_82.02_to_82.05__put_up_in_sets_for_retail_sale.
8207,Interchangeable_tools_for_hand_tools__whether_or_not_power-operated__or_for_machine-tools_(for_example__for_pressing__stamping__punching__tapping__threading__drilling__boring__broaching__milling__turning_or_screw_driving)__including_dies_for_drawing_or_extruding_metal__and_rock_drilling_or_earth_boring_tools.
8208,Knives_and_cutting_blades__for_machines_or_for_mechanical_appliances.
8209,Plates__sticks__tips_and_the_like_for_tools__unmounted__of_cermets.
8210,Hand-operated_mechanical_appliances__weighing_10kg_or_less__used_in_the_preparation__conditioning_or_serving_of_food_or_drink.
8211,Knives_with_cutting_blades__serrated_or_not_(including_pruning_knives)__other_than_knives_of_heading_82.08__and_blades_therefor.
8212,Razors_and_razor_blades_(including_razor_blade_blanks_in_strips).
8213,Scissors__tailors'_shears_and_similar_shears__and_blades_therefor.
8214,Other_articles_of_cutlery_(for_example__hair_clippers__butchers'_or_kitchen_cleavers__choppers_and_mincing_knives__paper_knives);_manicure_or_pedicure_sets_and_instruments_(including_nail_files).
8215,Spoons__forks__ladles__skimmers__cake-servers__fish-knives__butter-knives__sugar_tongs_and_similar_kitchen_or_tableware.
8301,Padlocks_and_locks_(key__combination_or_electrically_operated)__of_base_metal;_clasps_and_frames_with_clasps__incorporating_locks__of_base_metal;_keys_for_any_of_the_foregoing_articles__of_base_metal.
8302,Base_metal_mountings__fittings_and_similar_articles_suitable_for_furniture__doors__staircases__windows__blinds__coachwork__saddlery__trunks__chests__caskets_or_the_like;_base_metal_hat-racks__hat-pegs__brackets_and_similar_fixtures;_castors_with_mountings_of_base_metal;_automatic_door_closers_of_base_metal.
8303,Armoured_or_reinforced_safes__strong_-boxes_and_doors_and_safe_deposit_lockers_for_strong_-rooms__cash_or_deed_boxes_and_the_like__of_base_metal.
8304,Filing_cabinets__card-index_cabinets__paper_trays__paper_rests__pen_trays__office_-stamp_stands_and_similar_office_or_desk_equipment__of_base_metal__other_than_office_furniture_of_heading_94.03.
8305,Fittings_for_loose-leaf_binders_or_files__letter_clips__letter_corners__paper_clips__indexing_tags_and_similar_office_articles__of_base_metal;_staples_in_strips_(for_example__for_offices__upholstery__packaging)__of_base_metal.
8306,Bells__gongs_and_the_like__non-electric__of_base_metal;_statuettes_and_other_ornaments__of_base_metal;_photograph__picture_or_similar_frames__of_base_metal;_mirrors_of_base_metal.
8307,Flexible_tubing_of_base_metal__with_or_without_fittings.
8308,Clasps__frames_with_clasps__buckles__buckle_-clasps__hooks__eyes__eyelets_and_the_like__of_base_metal__of_a_kind_used_for_clothing__footwear__awnings__handbags__travel_goods_or_other_made_up_articles;_tubular_or_bifurcated_rivets__of_base_metal;_beads_and_spangles__of_base_metal.
8309,Stoppers__caps_and_lids_(including_crown_corks__screw_caps_and_pouring_stoppers)__capsules_for_bottles__threaded_bungs__bung_covers__seals_and_other_packing_accessories__of_base_metal.
8310,Sign-plates__name-plates__address-plates_and_similar_plates__numbers__letters_and_other_symbols__of_base_metal__excluding_those_of_heading_94.05.
8311,Wire__rods__tubes__plates__electrodes_and_similar_products__of_base_metal_or_of_metal_carbides__coated_or_cored_with_flux_material__of_a_kind_used_for_soldering__brazing__welding_or_deposition_of_metal_or_of_metal_carbides;_wire_and_rods__of_agglomerated_base_metal_powder__used_for_metal_spraying.
8401,Nuclear_reactors;_fuel_elements_(cartridges)__non-irradiated__for_nuclear_reactors;_machinery_and_apparatus_for_isotopic_separation.
8402,Steam_or_other_vapour_generating_boilers_(other_than_central_heating_hot_water_boilers_capable_also_of_producing_low_pressure_steam);_super-heated_water_boilers.
8403,Central_heating_boilers_other_than_those_of_heading_84.02.
8404,Auxiliary_plant_for_use_with_boilers_of_heading_84.02_or_84.03_(for_example__economisers__super-heaters__soot_removers__gas_recoverers);_condensers_for_steam_or_other_vapour_power_units.
8405,Producer_gas_or_water_gas_generators__with_or_without_their_purifiers;_acetylene_gas_generators_and_similar_water_process_gas_generators__with_or_without_their_purifiers.
8406,Steam_turbines_and_other_vapour_turbines.
8407,Spark-ignition_reciprocating_or_rotary_internal_combustion_piston_engines.
8408,Compression-ignition_internal_combustion_piston_engines_(diesel_or_semi-diesel_engines).
8409,Parts_suitable_for_use_solely_or_principally_with_the_engines_of_heading_84.07_or_84.08.
8410,Hydraulic_turbines__water_wheels__and_regulators_therefor.
8411,Turbo-jets__turbo-propellers_and_other_gas_turbines.
8412,Other_engines_and_motors.
8413,Pumps_for_liquids__whether_or_not_fitted_with_a_measuring_device;_liquid_elevators.
8414,Air_or_vacuum_pumps__air_or_other_gas_compressors_and_fans;_ventilating_or_recycling_hoods_incorporating_a_fan__whether_or_not_fitted_with_filters.
8415,Air_conditioning_machines__comprising_a_motor-driven_fan_and_elements_for_changing_the_temperature_and_humidity__including_those_machines_in_which_the_humidity_cannot_be_separately_regulated.
8416,Furnace_burners_for_liquid_fuel__for_pulverised_solid_fuel_or_for_gas;_mechanical_stokers__including_their_mechanical_grates__mechanical_ash_dischargers_and_similar_appliances.
8417,Industrial_or_laboratory_furnaces_and_ovens__including_incinerators__non-electric.
8418,Refrigerators__freezers_and_other_refrigerating_or_freezing_equipment__electric_or_other;_heat_pumps_other_than_air_conditioning_machines_of_heading_84.15.
8419,Machinery__plant_or_laboratory_equipment__whether_or_not_electrically_heated_(excluding_furnaces__ovens_and_other_equipment_of_heading_85.14)__for_the_treatment_of_materials_by_a_process_involving_a_change_of_temperature_such_as_heating__cooking__roasting__distilling__rectifying__sterilising__pasteurising__steaming__drying__evaporating__vaporising__condensing_or_cooling__other_than_machinery_or_plant_of_a_kind_used_for_domestic_purposes;_instantaneous_or_storage_water_heaters__non-electric.
8420,Calendering_or_other_rolling_machines__other_than_for_metals_or_glass__and_cylinders_therefor.
8421,Centrifuges__including_centrifugal_dryers;_filtering_or_purifying_machinery_and_apparatus__for_liquids_or_gases.
8422,Dish_washing_machines;_machinery_for_cleaning_or_drying_bottles_or_other_containers;_machinery_for_filling__closing__sealing_or_labelling_bottles__cans__boxes__bags_or_other_containers;_machinery_for_capsuling_bottles__jars__tubes_and_similar_containers;_other_packing_or_wrapping_machinery_(including_heat-shrink_wrapping_machinery);_machinery_for_aerating_beverages.
8423,Weighing_machinery_(excluding_balances_of_a_sensitivity_of_5_cg_or_better)__including_weight_operated_counting_or_checking_machines;_weighing_machine_weights_of_all_kinds.
8424,Mechanical_appliances_(whether_or_not_hand-operated)_for_projecting__dispersing_or_spraying_liquids_or_powders;_fire_extinguishers__whether_or_not_charged;_spray_guns_and_similar_appliances;_steam_or_sand_blasting_machines_and_similar_jet_projecting_machines.
8425,Pulley_tackle_and_hoists_other_than_skip_hoists;_winches_and_capstans;_jacks.
8426,Ships'_derricks;_cranes__including_cable_cranes;_mobile_lifting_frames__straddle_carriers_and_works_trucks_fitted_with_a_crane.
8427,Fork-lift_trucks;_other_works_trucks_fitted_with_lifting_or_handling_equipment.
8428,Other_lifting__handling__loading_or_unloading_machinery_(for_example__lifts__escalators__conveyors__teleferics).
8429,Self-propelled_bulldozers__angledozers__graders__levellers__scrapers__mechanical_shovels__excavators__shovel_loaders__tamping_machines_and_road_rollers.
8430,Other_moving__grading__levelling__scraping__excavating__tamping__compacting__extracting_or_boring_machinery__for_earth__minerals_or_ores;_pile_-drivers_and_pile-extractors;_snow-ploughs_and_snow-blowers.
8431,Parts_suitable_for_use_solely_or_principally_with_the_machinery_of_headings_84.25_to_84.30.
8432,Agricultural__horticultural_or_forestry_machinery_for_soil_preparation_or_cultivation;_lawn_or_sports-ground_rollers.
8433,Harvesting_or_threshing_machinery__including_straw_or_fodder_balers;_grass_or_hay_mowers;_machines_for_cleaning__sorting_or_grading_eggs__fruit_or_other_agricultural_produce__other_than_machinery_of_heading_84.37.
8434,Milking_machines_and_dairy_machinery.
8435,Presses__crushers_and_similar_machinery_used_in_the_manufacture_of_wine__cider__fruit_juices_or_similar_beverages.
8436,Other_agricultural__horticultural__forestry__poultry-keeping_or_bee-keeping_machinery__including_germination_plant_fitted_with_mechanical_or_thermal_equipment;_poultry_incubators_and_brooders.
8437,Machines_for_cleaning__sorting_or_grading_seed__grain_or_dried_leguminous_vegetables;_machinery_used_in_the_milling_industry_or_for_the_working_of_cereals_or_dried_leguminous_vegetables__other_than_farm-type_machinery.
8438,Machinery__not_specified_or_included_elsewhere_in_this_Chapter__for_the_industrial_preparation_or_manufacture_of_food_or_drink__other_than_machinery_for_the_extraction_or_preparation_of_animal_or_fixed_vegetable_fats_or_oils.
8439,Machinery_for_making_pulp_of_fibrous_cellulosic_material_or_for_making_or_finishing_paper_or_paperboard.
8440,Book-binding_machinery__including_book-sewing_machines.
8441,Other_machinery_for_making_up_paper_pulp__paper_or_paperboard__including_cutting_machines_of_all_kinds.
8442,Machinery__apparatus_and_equipment_(other_than_the_machine-tools_of_headings_84.56_to_84.65)_for_preparing_or_making_plates__cylinders_or_other_printing_components;_plates__cylinders_and_other_printing_components;_plates__cylinders_and_lithographic_stones__prepared_for_printing_purposes_(for_example__planed__grained_or_polished).
8443,Printing_machinery_used_for_printing_by_means_of_plates__cylinders_and_other_printing_components_of_heading_84.42;_other_printers__copying_machines_and_facsimile_machines__whether_or_not_combined;_parts_and_accessories_thereof
8444,Machines_for_extruding__drawing__texturing_or_cutting_man-made_textile_materials
